ResponseId,nps,company,Year,month,TENURE,GENERATION,ROLE,LOCATION,COMPANY,GENDER,Change
R_2AGuWMVZG4B0k4Y,6,MCC,2021,August,2-4 years,Generation Y (born between 1981 - 2000),Administrator,Administrative Center,NA,Prefer not to answer,Fill key positions to accommodate the College's initiative goals.
R_3nJjxPfqavqq6Ak,3,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Other,Business & Technology,NA,Male,Update our outmoded classes at B&T!!!   Bring on new classes for what is presently occurring in industry.  I can think of many.  I suggested a couple in my 19 page memo with solutions that I hope will increase attendance and interesting classes at B&T that I sent a few months back.
R_yC5fHW45VhlZB3r,10,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Administrator,Business & Technology,NA,Female,There are too many Chiefs trying to drive the boat!
R_2VPeJSoFcvA8AxK,6,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Staff,Business & Technology,NA,Female,Training from district on all technology.
R_1EhQHNJ6TXFlaKz,5,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Staff,Penn Valley,NA,Female,Open and honest communication is needed.
R_T12b8wz68AxSeGJ,8,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Other,Penn Valley,NA,Female,Communication
R_VHVfvBKV6XZkv8R,2,MCC,2021,August,16+ years,NA,Staff,Longview,NA,Prefer not to answer,The Administration to quit focusing on how many awards they can receive to advance themselves at the expense of their staff.
R_3Mum6VtVbVRSCSh,10,MCC,2021,August,4-8 years,Baby Boomer (born between 1946 - 1965),Administrator,Administrative Center,NA,Female,The college could require COVID 19 vaccinations.
R_2azzsOJgNfsSsy6,4,MCC,2021,August,4-8 years,Baby Boomer (born between 1946 - 1965),Staff,Blue River,NA,Female,"More workers, less administration."
R_3DootCILuDWq5OE,7,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Staff,Longview,NA,Female,"Updating PeopleSoft and its capabilities. The amount of work-arounds that have to occur when dealing with degree audits, substitutions, waivers, etc. would blow your mind. This shouldn't be an individual staff fix; the system should automatically update things accurately."
R_u8o1wb1AwN2UsEh,2,MCC,2021,August,2-4 years,Baby Boomer (born between 1946 - 1965),Administrator,Administrative Center,NA,Prefer not to answer,"Collaborate with external partners and show some flexibility. Partnerships are not built on ""my way or the highway"" approach. Be seen as good partners that help solve THEIR problems, not ours. Then our true value will be seen and goodwill toward MCC will increase."
R_1nNELMFI0Gya2TM,8,MCC,2021,August,8-10 years,Generation X  (born between 1966 - 1980),Staff,Maple Woods,NA,Male,Leadership changes at the District level.
R_1DwHGpe9ByVcw6Y,8,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Staff,Online,NA,Female,Be collegial and have clear communications.
R_2zwfoNHn9bXAMOk,7,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Staff,Maple Woods,NA,Female,MCC should take the time and spend whatever it takes to get all employees up to speed with training.  We need to strive to be consistent with the way we conduct business and follow procedures at each of our campuses.  The campuses all do things differently.
R_12buSblqdhhBcOc,6,MCC,2021,August,16+ years,Generation X  (born between 1966 - 1980),Staff,Blue River,NA,Female,"If the college values employees, employee feedback and ideas for improvement that value is passed on from employees to students.  Moral is low!  Turnover has been high and will continue to be if things don't change."
R_3hhgweYatlmX0Yo,8,MCC,2021,August,4-8 years,Generation X  (born between 1966 - 1980),Staff,Maple Woods,NA,Female,Hire more people based on their experience and passion for MCC instead their degree. Just because someone has a higher degree doesn’t better qualify them for a position.
R_XvoYtOspITBoU9P,9,MCC,2021,August,4-8 years,Baby Boomer (born between 1946 - 1965),Faculty,Business & Technology,NA,Male,Advertise on TV etc to increase enrollment.
R_1l9SYRfb2F2JUlW,3,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Staff,Penn Valley,NA,Male,"Keeping staff, administration, and faculty in place for longer periods of time."
R_3JwoROfCntbqya5,10,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Faculty,Maple Woods,NA,Male,"transparency with employees to help prevent inner conflict between administration, faculty, and staff.  The student is our top priority and we must aim to do what is best for them."
R_2dzu7k2I9wisp2B,4,MCC,2021,August,1-2 years,Generation X  (born between 1966 - 1980),Staff,Business & Technology,NA,Male,Compensation rewards based on performance; career path options within technical space
R_qxS1J77fPEQS0eZ,8,MCC,2021,August,4-8 years,Baby Boomer (born between 1946 - 1965),Faculty,Business & Technology,NA,Male,Who are the leaders that are making all the decisions for the college? Most of us don't really know who those leaders are. Make the leaders known to everyone and explain why you are doing what you are doing.
R_2yec5jiZkdAmtgc,9,MCC,2021,August,1-2 years,Generation X  (born between 1966 - 1980),Staff,Maple Woods,NA,Female,More staff in student-related staff positions.
R_1hX3chiwoyMgBkI,7,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Staff,Maple Woods,NA,Male,"Have additional/new CTE programming at the MCC-Maple Woods campus.  Clay and Platte counties are two of the fastest growing counties population-wise and economic development-wise, yet most CTE programming goes to the urban core of the district or campuses with much slower economic growth in their communities."
R_3asjkZIyeBjGo9z,7,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Staff,Blue River,NA,Female,"Less top down styles, and more listening to folks "" on the ground"" and allowing ideas to be tried, rather than shut down."
R_10xfFCzYL8514mG,8,MCC,2021,August,1-2 years,Generation Y (born between 1981 - 2000),Staff,Blue River,NA,Female,"Moral is currently down because employees have had to be put in the position to potentially come in contact with someone positive for COVID, which puts the employees and their families at risk.  Showing some form of appreciation, perhaps hazard pay for those that have helped keep MCC open during this pandemic, would be helpful. Additionally, people have taken on a lot of jobs that were not normally their responsibility throughout the past year without any additional pay. It would be nice for them to have some compensation for helping out."
R_20TpBFrLMAzsqHG,7,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Staff,Blue River,NA,Female,Ask employees why they move to lateral positions at other campuses. We also have a lot of people on the top to make decisions but few people to work with the students. We need more people where it counts.
R_Rff88GVvovQfzLr,7,MCC,2021,August,16+ years,Generation X  (born between 1966 - 1980),Faculty,Longview,NA,Female,Culture- tired of negativity and conflict at every governance meeting.  Difficult when district is so disconnected from day to day life on campuses.
R_2c5wssEarJO41ZM,6,MCC,2021,August,8-10 years,Generation X  (born between 1966 - 1980),Staff,Blue River,NA,Female,"For the administration to listen to the staff on campus on how policies and procedures affect the actual operations and student experience. When I say staff, I don't mean administrators or even managers, but the staff that works one on one with the students."
R_1DMilryBFqzzN3l,6,MCC,2021,August,2-4 years,Generation Y (born between 1981 - 2000),Staff,Maple Woods,NA,Female,"Creating a metro rate for students in the greater KC area, instead of having an in-district vs out-of-district rate."
R_2Eys9tv2VzzZ1Zo,9,MCC,2021,August,1-2 years,Generation Y (born between 1981 - 2000),Staff,Online,NA,Female,Expanding the online campus. Adding supportive staff and faculty to online will only foster enrollment growth.
R_2uyucDPhyVoDAyu,9,MCC,2021,August,10-15 years,Baby Boomer (born between 1946 - 1965),Staff,Penn Valley,NA,Female,A fully staffed and robust HR department and team.  Goal to improve hiring time and increase course offerings.
R_2P7iuhuHdVpo4pN,6,MCC,2021,August,2-4 years,Generation Y (born between 1981 - 2000),Staff,Maple Woods,NA,Female,Include more entry to mid level employees on decisions that will directly impact them.
R_vrfcy8aMM1iIj6h,8,MCC,2021,August,8-10 years,Baby Boomer (born between 1946 - 1965),Staff,Administrative Center,NA,Male,staff working from home
R_C8Efys54m3ytwvn,3,MCC,2021,August,8-10 years,Generation Y (born between 1981 - 2000),Staff,Administrative Center,NA,Female,Moving more to electronic formats with processes.  I wish COVID was not the push for this but I appreciate now being able to work away from my desk.  I wish I could have flexibility to work from home on a regular basis.
R_2Cw9cgVkvEChO7p,2,MCC,2021,August,16+ years,NA,Staff,Longview,NA,Prefer not to answer,The employee morale will improve immensely if the employees feel like the district administration is hearing their concerns and value their input.  Right now that is not something they feel.  The decisions being made do not reflect this.
R_2ri4AO8ro0fi87C,6,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Staff,Maple Woods,NA,Male,Listen to feedback from employee groups.
R_3MR8F7OtEtJNtbu,9,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Staff,Maple Woods,NA,Female,"Have books be the same across all campuses for each class, so if students switch classes, they don't have to return/order new books"
R_2X0wflZdkytDedu,8,MCC,2021,August,8-10 years,Baby Boomer (born between 1946 - 1965),Staff,Administrative Center,NA,Female,Lessons Learned Taskforce meeting after each semester starts that is empowered to make immediate changes to any recommendations from the taskforce that impact enrollment and student success.
R_2b1Aje1MRcZtAhn,8,MCC,2021,August,16+ years,Generation X  (born between 1966 - 1980),Staff,Administrative Center,NA,Male,Union
R_2U4M1X12wCHVmXm,3,MCC,2021,August,8-10 years,Generation X  (born between 1966 - 1980),Staff,Business & Technology,NA,Male,Better Communication
R_3JJGOIuNZ9ONjMU,7,MCC,2021,August,8-10 years,Generation X  (born between 1966 - 1980),Staff,Longview,NA,Female,"Solid investment in internet speeds/connections/band width, etc... it's core to a successful 20th century working environment..."
R_QcC1vIvLP1090Q1,6,MCC,2021,August,2-4 years,Generation Y (born between 1981 - 2000),Staff,Administrative Center,NA,Female,Merit-based raises. Hybrid working environment.
R_3QGnt75SHwR3b7H,0,MCC,2021,August,NA,NA,NA,NA,NA,NA,Taking the time to frequently thank and appreciate faculty and staff in a genuine way.
R_YRC3EcDov0Il0zv,6,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Staff,Longview,NA,Female,"Allow employees to do the jobs they were hired for without dismissing their intelligence, and forward thinking ideas."
R_1QtGuZLF9u3QyTM,2,MCC,2021,August,10-15 years,NA,Staff,Longview,NA,Prefer not to answer,"Transparent, honest discussion of feedback and flexibility in practices that reflect what our students and employees feel will increase satisfaction.  Not the standard ""We have heard your feedback and we have chosen to do something totally different."" If the whole picture was presented then communication could flow both ways to create compromise and understanding. For example, the students wanted more virtual classes this Fall, but the decision was made that we would not offer the classes in the preferred format once a set number of courses were filled. The past year proved to some students they could achieve their goals virtually, but now we have limited their flexibility. If our goal is to prepare students and create opportunities MCC certainly failed these students. Additionally, there were several efficiencies that staff implemented during the past year that have been either removed or minimized impacting both the students and employees. MCC leadership seems to be stuck holding onto a services model that may not have a successful future. Education is not stagnant and must be delivered in the format that the student needs, which includes in-person, virtual, and on-line."
